Transportadora;Email;Cidade;UF
WRJ Logística;cotacaosp@wrjlogistica.com.br;MACEIO;AL
1ª AÇÃO Transportes;comercial@transportesacao.com.br;MANAUS;AM
3A Logística;comercial@3alt.com.br;MANAUS;AM
5 COMETAS;comercial2@5cometas.com.br;MANAUS;AM
A&M LOG Transportes;comercial@amlogtransportes.com.br;MANAUS;AM
ABEA Transportes;abeatransportes@abeatransportes.com.br;MANAUS;AM
ADESSO Transporte;cotacao@adessotransporte.com.br;MANAUS;AM
ADL Transportes;comercial@adllogistica.online;MANAUS;AM
AFINCO;comercial@afincotransportes.com.br;MANAUS;AM
AJ CARGO;comercial@ajcargo.com.br;MANAUS;AM
AKILOG;comercial.sp@aki.log.br;MANAUS;AM
ALFA CARGAS ;comercial@alfacargas.com.br;MANAUS;AM
ALIANÇA Cargas;comercial@1aliancacargas.com.br;MANAUS;AM
ALLIAN;comercial@alliantransportes.com.br;MANAUS;AM
ALLIEX;alianca@alliexlog.com.br;MANAUS;AM
ALPHATRANS;comercial@alphatranstransportadora.com.br;MANAUS;AM
ALUV Logística;cotacao@aluvlog.com.br;MANAUS;AM
AMAZON;ronaldo.silvino@transamazon.com.br;MANAUS;AM
ANDRADES L.L.;cotacao@andradestransportes.com.br;MANAUS;AM
ASA NORTE;ronaldo@logisticaasanorte.com.br;MANAUS;AM
ASTR Transportes;logistica@astrtransportes.com.br;MANAUS;AM
ATUEX;atuex@transatual.com.br;MANAUS;AM
AVANTE SP;comercial@avantelogistica.com.br;MANAUS;AM
AVIAT;comercial.sao@aviatcargo.com.br;MANAUS;AM
AVILOG Logística;comercial1@avilogtransportes.com.br;MANAUS;AM
AZ DE PRATA;comercial@azdepratatransportadora.com.br;MANAUS;AM
Alternativa Transportadora;fretes@alternativatransportadora.com.br;MANAUS;AM
BARONI;comercial02@baronitransportes.com.br;MANAUS;AM
BCLOG Express;bclog.beatriz@bclogexpress.com.br;MANAUS;AM
BRAEX Encomedas;comercialspo@braexencomendas.com.br;MANAUS;AM
BRAEX Logística;braex@braexlogistica.com.br;MANAUS;AM
BRASIL EXPRESS;cotacoes@brasilexpress.srv.br;MANAUS;AM
BRASÍLIA Encomendas;comercialbrasiliaencomendasspo@gmail.com;MANAUS;AM
BROS Logística;comercial.spo@broslogistica.com.br;MANAUS;AM
BÚSSOLA;cotacao.sp@bussolalogistica.com.br;MANAUS;AM
CAMILLO dos SANTOS;sac01@camillodossantos.com.br;MANAUS;AM
CAMPINAS Rodoviário ;awa@rodoviariocampinas.com.br;MANAUS;AM
CARRION;reginaldo@carriontransportes.com.br;MANAUS;AM
CASH LOG;contato@cashlogistica.com.br;MANAUS;AM
CASTELO Rápido;cotacao@transportecastelo.com.br;MANAUS;AM
CAVALHEIRO LOG;saopaulo@cavalheirolog.com.br;MANAUS;AM
CAZAN;comercial@cazantransportes.com.br;MANAUS;AM
CFG Express;contato@cfgexpress.com.br;MANAUS;AM
CINCO R Transportes;cotacao@5rtransportes.com.br;MANAUS;AM
CLARA Transportes;leandro@claralogistica.com.br;MANAUS;AM
CM2 Transportes;cotacaosp@cm2.com.br;MANAUS;AM
COMPLETA Transportes;operacional@completatransportes.com.br;MANAUS;AM
CONTINENTE Cargas;comercial@continentecargas.com.br;MANAUS;AM
CORDIAL Cargas;comercial@cordialcargas.com.br;MANAUS;AM
CR LINS;crlins.operacoes@gmail.com;MANAUS;AM
DAGO;atendimento.gru@grupodago.com.br;MANAUS;AM
DANUBIO AZUL;comercial-sao@danubioazulcargas.com.br;MANAUS;AM
DATA;andersonlima@datatransporte.com.br;MANAUS;AM
DEFINITIVA Logística;comercial@definitivalog.com.br;MANAUS;AM
DGS Logística;comercial@dgslogistica.com.br;MANAUS;AM
DHS Express;comercial2@dhsexpress.com.br;MANAUS;AM
DIA e NOITE;comercial@transportesdiaenoite.com.br;MANAUS;AM
DL Transporte & Logística;comercial1@dltransportessp.com.br;MANAUS;AM
DL3 LOG;comercial@dl3log.com.br;MANAUS;AM
DLK Transportes;comercial@dlktransportes.com.br;MANAUS;AM
ED LOG Transportes;comercial@edlogtransportes.com.br;MANAUS;AM
ED LOG Transportes;rosana@edlogtransportes.com.br;MANAUS;AM
EFITRANS;comercialsp@efitrans.com.br;MANAUS;AM
EJS;cotacao@ejstransportes.com.br;MANAUS;AM
ET-Transportes;coletassp@etlog.com.br;MANAUS;AM
EUREKA;comercial.mtz@eurekatransportes.com.br;MANAUS;AM
EXPIDEX;comercial2@expidex.com.br;MANAUS;AM
Ebtrans Expresso Brasileiro;cotacao.spo@ebtrans.com.br;MANAUS;AM
FAVORITA;umberto@favorita.com.br;MANAUS;AM
FIEZA Cargas;comercial@fiezacargas.com.br;MANAUS;AM
FIGUEIREDO Rápido;comercial02.spo@rapidofigueiredo.com.br;MANAUS;AM
FRANCA EXPRESS;francaexpress@francaexpress.com.br;MANAUS;AM
FRETEBR Cargas;cotacao@fretebr.net.br;MANAUS;AM
FRETELOG;comercial@fretelogtransportes.com.br;MANAUS;AM
FRETTE Intermodal;cotacao@fretteintermodal.com.br;MANAUS;AM
FUTURA LOG;cotacao@futuralog.com.br;MANAUS;AM
GAMPER;cotacaosp@transgamper.com.br;MANAUS;AM
GRIDLOG;comercial.sp@gridlog.com.br;MANAUS;AM
GUIEX;comercial@guiextransportes.com;MANAUS;AM
GVTR Transportes;comercial@gvtrtransportes.com.br;MANAUS;AM
HAPPENING;fabio@happening.com.br;MANAUS;AM
HERVI;claudia@hervi.com.br;MANAUS;AM
IDEAL Cargas SP;comercial5@idealcargas.com;MANAUS;AM
IDS -Logística;idslogisticagru@gmail.com;MANAUS;AM
IMB Logística;cotacao@imblog.com.br;MANAUS;AM
IMPAKTO;comercial.sp@impaktotransportes.com.br;MANAUS;AM
IMPÉRIO Logística;comercial@imperiologistica.com.br;MANAUS;AM
INTER EXPRESSA;comercial@interexpressa.com.br;MANAUS;AM
ITAPIRENSE-BERTINI;mbuenom@terra.com.br;MANAUS;AM
J&C;transportesjc366@gmail.com;MANAUS;AM
JAK LOG;expressojaklogcotacoes@hotmail.com;MANAUS;AM
JAVE Transportes;comercial@javetransportes.com.br;MANAUS;AM
JEM;cotacao@dfltransportes.com.br;MANAUS;AM
JHC EXPRESS;comercial@jhcexpress.com;MANAUS;AM
JJ2000 Transportes;saopaulo@jj2000.com.br;MANAUS;AM
JM TRANSPORTES;jm.gerenciasp@jmtransporte.com.br;MANAUS;AM
JOLEEMIX;expedicaosp2@jolee.com.br;MANAUS;AM
JORTEK Express;comercial@jortek.com.br;MANAUS;AM
JT Transportes;walquiria@jttransportes.com.br;MANAUS;AM
JULIA Transportes;cotacao@juliatransportes.com.br;MANAUS;AM
KADOSHI;comercial@kadoshitransportes.com.br;MANAUS;AM
KAFENY;kafeny@kafenytransportes.com.br;MANAUS;AM
KM Cargas;comercial@kmcargas.com.br;MANAUS;AM
L&A Transportes;operacional@latranslog.com.br;MANAUS;AM
LAURIMAR;comercial@laurimar.com.br;MANAUS;AM
LDJ Logística;ldjsaopaulo@ldjlogistica.com.br;MANAUS;AM
LEADERSHIP FREIGHT;sao@lfgex.com;MANAUS;AM
LEOFRAN;comercial.sp@leofran.com.br;MANAUS;AM
LFE Logística e Armazenagem;financeiro@lfelogistica.com.br;MANAUS;AM
LGS Logística;comercial@lgslogistica.com.br;MANAUS;AM
LILOG Express;cotacaoaereo@lilog.com.br;MANAUS;AM
LILOG Rodoaéreo;cotacao01@lilog.com.br;MANAUS;AM
LIMA Express;comercial1@lslimaexpress.com.br;MANAUS;AM
LIVE LOG;comercial@livelogtrans.com.br;MANAUS;AM
LOGAN Express;comercial@ldldistribuidora.com.br;MANAUS;AM
LOGISTAR;comercial@logistarlog.com.br;MANAUS;AM
LOGMED;contato@logmed.net;MANAUS;AM
LUKS PRESS;comercial@lukspresstransportes.com.br;MANAUS;AM
LUNA EXPRESS;contato@lunaexpress.com.br;MANAUS;AM
LUXUS;sac@expressoluxus.com.br;MANAUS;AM
LV Transportadora;comercial.sp@transportadoralv.com.br;MANAUS;AM
MCP Transportes;comercial@mcptransportes.com.br;MANAUS;AM
METATRON;cotacao.b@metatronexpress.com.br;MANAUS;AM
MODULAR;comercialsp@modular.com.br;MANAUS;AM
MONTANTTE;montantte@montanttetransportes.com.br;MANAUS;AM
MONTCAR Expresso;saopaulo@expressomontcar.com.br;MANAUS;AM
MONTONE;vendas2@transmontone.com.br;MANAUS;AM
MOTIVA;comercial@motivatransportes.com.br;MANAUS;AM
MVS -Transportes;mvstransportes@hotmail.com;MANAUS;AM
NACIONAL Cargas;comercial@nacionalcargas.com;MANAUS;AM
NEXTLOG;comercial@nextlogsp.com.br;MANAUS;AM
NLT Transportes;nlt@nlttransportes.com;MANAUS;AM
NOVA BRASÍLIA;comercial@tnb.com.br;MANAUS;AM
NR Express;comercial@nrexpress.com.br;MANAUS;AM
OSTEL;ostel@ostel.com.br;MANAUS;AM
OVERLOG;comercial2@overlog.com.br;MANAUS;AM
PAPALÉGUAS;sac@papaleguasencomendas.com.br;MANAUS;AM
PERFECT SP;comercial1@perfectsp.com.br;MANAUS;AM
PERNAMBUCO;atendimento@pernambucotransportes.com.br;MANAUS;AM
PETROCARGAS;cotacaosp@petrocargas.com.br;MANAUS;AM
PETROLINA Expresso;comercial@expressopetrolina.com;MANAUS;AM
PEXLOG;comercial.sp@pexlog.com.br;MANAUS;AM
POTENCIAL Cargas;comercial@potencialcargas.com.br;MANAUS;AM
PRESSÁGIO;cotacao@expressopressagio.com.br;MANAUS;AM
PRIMORDIAL Cargas;comercial@primordialcargas.com.br;MANAUS;AM
PROGRESSO;cotacao@progressotransportes.com.br;MANAUS;AM
QUALY TRANS;marcos@qualytrans.net;MANAUS;AM
R&J Transportes;cotacao@rjtransportes.com.br;MANAUS;AM
R&M Transportes;comercial@rmlogisticasp.com.br;MANAUS;AM
RD Expresslog;comercial3@rdexpresslog.com.br;MANAUS;AM
REFERENCIAL;referencial@referencialtransportes.com.br;MANAUS;AM
RFC Transportes;comercial@transportesrfc.com.br;MANAUS;AM
RG OSASCO;vendasrggo@rgtransportes.com.br;MANAUS;AM
RG Soluções Logísticas;comercialrgsolucoes@rgtransportes.com.br;MANAUS;AM
RHADASSA LOG;comercial@rhadassalog.com.br;MANAUS;AM
RISPA;contato@rispatransportes.com.br;MANAUS;AM
RLV LOG Express;cotacao@rlvlog.com.br;MANAUS;AM
ROCHA ;comercial2@rochatransporte.com.br;MANAUS;AM
RODOCERTO;assistente.comercial@rodocerto.com.br;MANAUS;AM
RODOJUNIOR;rodojunior@pocos-net.com.br;MANAUS;AM
RODONORTE;rodonorte.spo@gmail.com;MANAUS;AM
RODOVITOR;cotacao.sp@rodovitortransportes.com.br;MANAUS;AM
RODUART;atendimento@roduart.com.br;MANAUS;AM
ROMERA;l.expressoromera@ig.com.br;MANAUS;AM
RORAIMA Logística;cotacoes@roraimalog.com.br;MANAUS;AM
ROTA BAHIA;rotabahialogistica01@gmail.com;MANAUS;AM
RR Cargo;alex.mendes@rrcargo.com.br;MANAUS;AM
SANTA LUZIA;atendimento@expressosantaluzia.com.br;MANAUS;AM
SARON;cotacao@rapidosaron.com.br;MANAUS;AM
SCARPATO;scarpatope@uol.com.br;MANAUS;AM
SEGMA;comercial@segmatransporte.com.br;MANAUS;AM
SJLOG Transportes;comercial@sjlogtransportes.com.br;MANAUS;AM
SM -Sua Majestade;cotacao@suamajestade.com.br;MANAUS;AM
SONS Transportes;dayse.comercial@sonstransportes.com;MANAUS;AM
SPEED Multimodal;comercial.gru@speedmultimodal.com.br;MANAUS;AM
SPMax;comercial@spmaxtransportes.com.br;MANAUS;AM
STREET;comercial@streettransportes.com.br;MANAUS;AM
SUED Logística;comercial@suedlogistica.com;MANAUS;AM
TADEX;tadex@tadex.com.br;MANAUS;AM
TAMBAÚ;comercial@rapidotambau.com.br;MANAUS;AM
TB CARGO;brunno@tbcargo.com.br;MANAUS;AM
TESLLA;transportes@tesllalogistica.com;MANAUS;AM
TFE ;contato@tfetransportes.com.br;MANAUS;AM
TRAGA-Garcia São Carlos;cotacao@traga.com.br;MANAUS;AM
TRANS DNL;comercial@transdnl.com.br;MANAUS;AM
TRANS IMPÉRIO Rodoaéreo;cotacao@transimperio.com;MANAUS;AM
TRANSARIMATÉIA;transarimateiabauru@uol.com.br;MANAUS;AM
TRANSCARGA São Carlos;ttsp@terra.com.br;MANAUS;AM
TRANSCHICÃO;coleta@transchicao.com.br;MANAUS;AM
TRANSDEL LOG;fabricio.comercial@transdel.net;MANAUS;AM
TRANSFACE;comercial.sp02@transface.com.br;MANAUS;AM
TRANSHIZZA;emerson@transhizza.com.br;MANAUS;AM
TRANSITA;transita@transita.com.br;MANAUS;AM
TRANSLOGAALMEIDA;translogoaalmeidasp@gmail.com;MANAUS;AM
TRANSMISAN;compras@transmisan.com.br;MANAUS;AM
TRANSNORTEX;comercial.sp@transnortex.com.br;MANAUS;AM
TRANSOUZA;transouzasp@hotmail.com;MANAUS;AM
TRANSPALOTA;cotacao@transpalota.com.br;MANAUS;AM
TRANSPAULA;comercial@transpaula.com.br;MANAUS;AM
TRANSPAULISTANA SP;transpaulistana.sp@hotmail.com;MANAUS;AM
TRANSPEN Cargas;logistica@transpen.com.br;MANAUS;AM
TRANSR Sorocaba;contato@transrsorocaba.com.br;MANAUS;AM
TRANSVOAR;comercial1@transvoar.com.br;MANAUS;AM
TRANSWELL'S;transwells@transwells.com.br;MANAUS;AM
TRANSZECÃO;coleta@transzecao.com.br;MANAUS;AM
TRAVEL EXPRESS;comercial@travelexpresslog.com.br;MANAUS;AM
TRNLOG Rodoviário Nasa;thais@trnlog.com.br;MANAUS;AM
TRUCKS Transportes;contato@ricardotruck.com.br;MANAUS;AM
TUPILOG;cotacao@tupilog.com.br;MANAUS;AM
VELFRANZ LOG;velfranzlog@gmail.com;MANAUS;AM
VIA MUNDO;contato.transvias@viamundotransportes.com.br;MANAUS;AM
VIA SP Transporte;venancioweriton@gmail.com;MANAUS;AM
VOO Transportes;comercialmtz02@vootransportes.com.br;MANAUS;AM
VSJ Express;comercial@vsjexpress.com.br;MANAUS;AM
WELL Rápido Well;cotacao@rapidowell.com.br;MANAUS;AM
WRJ Logística;cotacaosp@wrjlogistica.com.br;MANAUS;AM
1ª AÇÃO Transportes;comercial@transportesacao.com.br;MACAPA;AP
3A Logística;comercial@3alt.com.br;MACAPA;AP
5 COMETAS;comercial2@5cometas.com.br;MACAPA;AP
A&M LOG Transportes;comercial@amlogtransportes.com.br;MACAPA;AP
ABEA Transportes;abeatransportes@abeatransportes.com.br;MACAPA;AP
ADESSO Transporte;cotacao@adessotransporte.com.br;MACAPA;AP
ADL Transportes;comercial@adllogistica.online;MACAPA;AP
AFINCO;comercial@afincotransportes.com.br;MACAPA;AP
AJ CARGO;comercial@ajcargo.com.br;MACAPA;AP
AKILOG;comercial.sp@aki.log.br;MACAPA;AP
ALFA CARGAS ;comercial@alfacargas.com.br;MACAPA;AP
ALIANÇA Cargas;comercial@1aliancacargas.com.br;MACAPA;AP
ALLIAN;comercial@alliantransportes.com.br;MACAPA;AP
ALLIEX;alianca@alliexlog.com.br;MACAPA;AP
ALPHATRANS;comercial@alphatranstransportadora.com.br;MACAPA;AP
ALUV Logística;cotacao@aluvlog.com.br;MACAPA;AP
ANDRADES L.L.;cotacao@andradestransportes.com.br;MACAPA;AP
ASA NORTE;ronaldo@logisticaasanorte.com.br;MACAPA;AP
ASTR Transportes;logistica@astrtransportes.com.br;MACAPA;AP
ATUEX;atuex@transatual.com.br;MACAPA;AP
AVANTE SP;comercial@avantelogistica.com.br;MACAPA;AP
AVIAT;comercial.sao@aviatcargo.com.br;MACAPA;AP
AVILOG Logística;comercial1@avilogtransportes.com.br;MACAPA;AP
AZ DE PRATA;comercial@azdepratatransportadora.com.br;MACAPA;AP
Alternativa Transportadora;fretes@alternativatransportadora.com.br;MACAPA;AP
BARONI;comercial02@baronitransportes.com.br;MACAPA;AP
BCLOG Express;bclog.beatriz@bclogexpress.com.br;MACAPA;AP
BRAEX Encomedas;comercialspo@braexencomendas.com.br;MACAPA;AP
BRAEX Logística;braex@braexlogistica.com.br;MACAPA;AP
BRASIL EXPRESS;cotacoes@brasilexpress.srv.br;MACAPA;AP
BRASÍLIA Encomendas;comercialbrasiliaencomendasspo@gmail.com;MACAPA;AP
BROS Logística;comercial.spo@broslogistica.com.br;MACAPA;AP
BÚSSOLA;cotacao.sp@bussolalogistica.com.br;MACAPA;AP
CAMILLO dos SANTOS;sac01@camillodossantos.com.br;MACAPA;AP
CAMPINAS Rodoviário ;awa@rodoviariocampinas.com.br;MACAPA;AP
CARRION;reginaldo@carriontransportes.com.br;MACAPA;AP
CASH LOG;contato@cashlogistica.com.br;MACAPA;AP
CASTELO Rápido;cotacao@transportecastelo.com.br;MACAPA;AP
CAVALHEIRO LOG;saopaulo@cavalheirolog.com.br;MACAPA;AP
CAZAN;comercial@cazantransportes.com.br;MACAPA;AP
CFG Express;contato@cfgexpress.com.br;MACAPA;AP
CINCO R Transportes;cotacao@5rtransportes.com.br;MACAPA;AP
CLARA Transportes;leandro@claralogistica.com.br;MACAPA;AP
CM2 Transportes;cotacaosp@cm2.com.br;MACAPA;AP
COMPLETA Transportes;operacional@completatransportes.com.br;MACAPA;AP
CONTINENTE Cargas;comercial@continentecargas.com.br;MACAPA;AP
CORDIAL Cargas;comercial@cordialcargas.com.br;MACAPA;AP
CR LINS;crlins.operacoes@gmail.com;MACAPA;AP
DAGO;atendimento.gru@grupodago.com.br;MACAPA;AP
DANUBIO AZUL;comercial-sao@danubioazulcargas.com.br;MACAPA;AP
DATA;andersonlima@datatransporte.com.br;MACAPA;AP
DEFINITIVA Logística;comercial@definitivalog.com.br;MACAPA;AP
DGS Logística;comercial@dgslogistica.com.br;MACAPA;AP
DHS Express;comercial2@dhsexpress.com.br;MACAPA;AP
DIA e NOITE;comercial@transportesdiaenoite.com.br;MACAPA;AP
DL Transporte & Logística;comercial1@dltransportessp.com.br;MACAPA;AP
DL3 LOG;comercial@dl3log.com.br;MACAPA;AP
DLK Transportes;comercial@dlktransportes.com.br;MACAPA;AP
ED LOG Transportes;comercial@edlogtransportes.com.br;MACAPA;AP
ED LOG Transportes;rosana@edlogtransportes.com.br;MACAPA;AP
EFITRANS;comercialsp@efitrans.com.br;MACAPA;AP
EJS;cotacao@ejstransportes.com.br;MACAPA;AP
ET-Transportes;coletassp@etlog.com.br;MACAPA;AP
EUREKA;comercial.mtz@eurekatransportes.com.br;MACAPA;AP
EXPIDEX;comercial2@expidex.com.br;MACAPA;AP
Ebtrans Expresso Brasileiro;cotacao.spo@ebtrans.com.br;MACAPA;AP
FAVORITA;umberto@favorita.com.br;MACAPA;AP
FIEZA Cargas;comercial@fiezacargas.com.br;MACAPA;AP
FIGUEIREDO Rápido;comercial02.spo@rapidofigueiredo.com.br;MACAPA;AP
FRANCA EXPRESS;francaexpress@francaexpress.com.br;MACAPA;AP
FRETEBR Cargas;cotacao@fretebr.net.br;MACAPA;AP
FRETELOG;comercial@fretelogtransportes.com.br;MACAPA;AP
FRETTE Intermodal;cotacao@fretteintermodal.com.br;MACAPA;AP
FUTURA LOG;cotacao@futuralog.com.br;MACAPA;AP
GAMPER;cotacaosp@transgamper.com.br;MACAPA;AP
GRIDLOG;comercial.sp@gridlog.com.br;MACAPA;AP
GUIEX;comercial@guiextransportes.com;MACAPA;AP
GVTR Transportes;comercial@gvtrtransportes.com.br;MACAPA;AP
HAPPENING;fabio@happening.com.br;MACAPA;AP
HERVI;claudia@hervi.com.br;MACAPA;AP
IDEAL Cargas SP;comercial5@idealcargas.com;MACAPA;AP
IDS -Logística;idslogisticagru@gmail.com;MACAPA;AP
IMB Logística;cotacao@imblog.com.br;MACAPA;AP
IMPAKTO;comercial.sp@impaktotransportes.com.br;MACAPA;AP
IMPÉRIO Logística;comercial@imperiologistica.com.br;MACAPA;AP
INTER EXPRESSA;comercial@interexpressa.com.br;MACAPA;AP
ITAPIRENSE-BERTINI;mbuenom@terra.com.br;MACAPA;AP
J&C;transportesjc366@gmail.com;MACAPA;AP
JAK LOG;expressojaklogcotacoes@hotmail.com;MACAPA;AP
JAVE Transportes;comercial@javetransportes.com.br;MACAPA;AP
JEM;cotacao@dfltransportes.com.br;MACAPA;AP
JHC EXPRESS;comercial@jhcexpress.com;MACAPA;AP
JJ2000 Transportes;saopaulo@jj2000.com.br;MACAPA;AP
JM TRANSPORTES;jm.gerenciasp@jmtransporte.com.br;MACAPA;AP
JOLEEMIX;expedicaosp2@jolee.com.br;MACAPA;AP
JORTEK Express;comercial@jortek.com.br;MACAPA;AP
JT Transportes;walquiria@jttransportes.com.br;MACAPA;AP
JULIA Transportes;cotacao@juliatransportes.com.br;MACAPA;AP
KADOSHI;comercial@kadoshitransportes.com.br;MACAPA;AP
KAFENY;kafeny@kafenytransportes.com.br;MACAPA;AP
KM Cargas;comercial@kmcargas.com.br;MACAPA;AP
L&A Transportes;operacional@latranslog.com.br;MACAPA;AP
LAURIMAR;comercial@laurimar.com.br;MACAPA;AP
LDJ Logística;ldjsaopaulo@ldjlogistica.com.br;MACAPA;AP
LEADERSHIP FREIGHT;sao@lfgex.com;MACAPA;AP
LEOFRAN;comercial.sp@leofran.com.br;MACAPA;AP
LFE Logística e Armazenagem;financeiro@lfelogistica.com.br;MACAPA;AP
LGS Logística;comercial@lgslogistica.com.br;MACAPA;AP
LILOG Express;cotacaoaereo@lilog.com.br;MACAPA;AP
LILOG Rodoaéreo;cotacao01@lilog.com.br;MACAPA;AP
LIMA Express;comercial1@lslimaexpress.com.br;MACAPA;AP
LIVE LOG;comercial@livelogtrans.com.br;MACAPA;AP
LOGAN Express;comercial@ldldistribuidora.com.br;MACAPA;AP
LOGISTAR;comercial@logistarlog.com.br;MACAPA;AP
LOGMED;contato@logmed.net;MACAPA;AP
LUKS PRESS;comercial@lukspresstransportes.com.br;MACAPA;AP
LUNA EXPRESS;contato@lunaexpress.com.br;MACAPA;AP
LUXUS;sac@expressoluxus.com.br;MACAPA;AP
LV Transportadora;comercial.sp@transportadoralv.com.br;MACAPA;AP
MCP Transportes;comercial@mcptransportes.com.br;MACAPA;AP
METATRON;cotacao.b@metatronexpress.com.br;MACAPA;AP
MODULAR;comercialsp@modular.com.br;MACAPA;AP
MONTANTTE;montantte@montanttetransportes.com.br;MACAPA;AP
MONTCAR Expresso;saopaulo@expressomontcar.com.br;MACAPA;AP
MONTONE;vendas2@transmontone.com.br;MACAPA;AP
MOTIVA;comercial@motivatransportes.com.br;MACAPA;AP
MVS -Transportes;mvstransportes@hotmail.com;MACAPA;AP
NACIONAL Cargas;comercial@nacionalcargas.com;MACAPA;AP
NEXTLOG;comercial@nextlogsp.com.br;MACAPA;AP
NLT Transportes;nlt@nlttransportes.com;MACAPA;AP
NOVA BRASÍLIA;comercial@tnb.com.br;MACAPA;AP
NR Express;comercial@nrexpress.com.br;MACAPA;AP
OSTEL;ostel@ostel.com.br;MACAPA;AP
OVERLOG;comercial2@overlog.com.br;MACAPA;AP
PAPALÉGUAS;sac@papaleguasencomendas.com.br;MACAPA;AP
PERFECT SP;comercial1@perfectsp.com.br;MACAPA;AP
PERNAMBUCO;atendimento@pernambucotransportes.com.br;MACAPA;AP
PETROCARGAS;cotacaosp@petrocargas.com.br;MACAPA;AP
PETROLINA Expresso;comercial@expressopetrolina.com;MACAPA;AP
PEXLOG;comercial.sp@pexlog.com.br;MACAPA;AP
POTENCIAL Cargas;comercial@potencialcargas.com.br;MACAPA;AP
PRESSÁGIO;cotacao@expressopressagio.com.br;MACAPA;AP
PRIMORDIAL Cargas;comercial@primordialcargas.com.br;MACAPA;AP
PROGRESSO;cotacao@progressotransportes.com.br;MACAPA;AP
QUALY TRANS;marcos@qualytrans.net;MACAPA;AP
R&J Transportes;cotacao@rjtransportes.com.br;MACAPA;AP
R&M Transportes;comercial@rmlogisticasp.com.br;MACAPA;AP
RD Expresslog;comercial3@rdexpresslog.com.br;MACAPA;AP
REFERENCIAL;referencial@referencialtransportes.com.br;MACAPA;AP
RFC Transportes;comercial@transportesrfc.com.br;MACAPA;AP
RG OSASCO;vendasrggo@rgtransportes.com.br;MACAPA;AP
RG Soluções Logísticas;comercialrgsolucoes@rgtransportes.com.br;MACAPA;AP
RHADASSA LOG;comercial@rhadassalog.com.br;MACAPA;AP
RISPA;contato@rispatransportes.com.br;MACAPA;AP
RLV LOG Express;cotacao@rlvlog.com.br;MACAPA;AP
ROCHA ;comercial2@rochatransporte.com.br;MACAPA;AP
RODOCERTO;assistente.comercial@rodocerto.com.br;MACAPA;AP
RODOJUNIOR;rodojunior@pocos-net.com.br;MACAPA;AP
RODONORTE;rodonorte.spo@gmail.com;MACAPA;AP
RODOVITOR;cotacao.sp@rodovitortransportes.com.br;MACAPA;AP
RODUART;atendimento@roduart.com.br;MACAPA;AP
ROMERA;l.expressoromera@ig.com.br;MACAPA;AP
RORAIMA Logística;cotacoes@roraimalog.com.br;MACAPA;AP
ROTA BAHIA;rotabahialogistica01@gmail.com;MACAPA;AP
RR Cargo;alex.mendes@rrcargo.com.br;MACAPA;AP
SANTA LUZIA;atendimento@expressosantaluzia.com.br;MACAPA;AP
SARON;cotacao@rapidosaron.com.br;MACAPA;AP
SCARPATO;scarpatope@uol.com.br;MACAPA;AP
SEGMA;comercial@segmatransporte.com.br;MACAPA;AP
SJLOG Transportes;comercial@sjlogtransportes.com.br;MACAPA;AP
SM -Sua Majestade;cotacao@suamajestade.com.br;MACAPA;AP
SONS Transportes;dayse.comercial@sonstransportes.com;MACAPA;AP
SPEED Multimodal;comercial.gru@speedmultimodal.com.br;MACAPA;AP
SPMax;comercial@spmaxtransportes.com.br;MACAPA;AP
STREET;comercial@streettransportes.com.br;MACAPA;AP
SUED Logística;comercial@suedlogistica.com;MACAPA;AP
TADEX;tadex@tadex.com.br;MACAPA;AP
TAMBAÚ;comercial@rapidotambau.com.br;MACAPA;AP
TB CARGO;brunno@tbcargo.com.br;MACAPA;AP
TESLLA;transportes@tesllalogistica.com;MACAPA;AP
TFE ;contato@tfetransportes.com.br;MACAPA;AP
TRAGA-Garcia São Carlos;cotacao@traga.com.br;MACAPA;AP
TRANS DNL;comercial@transdnl.com.br;MACAPA;AP
TRANS IMPÉRIO Rodoaéreo;cotacao@transimperio.com;MACAPA;AP
TRANSARIMATÉIA;transarimateiabauru@uol.com.br;MACAPA;AP
TRANSCARGA São Carlos;ttsp@terra.com.br;MACAPA;AP
TRANSCHICÃO;coleta@transchicao.com.br;MACAPA;AP
TRANSDEL LOG;fabricio.comercial@transdel.net;MACAPA;AP
TRANSFACE;comercial.sp02@transface.com.br;MACAPA;AP
TRANSHIZZA;emerson@transhizza.com.br;MACAPA;AP
TRANSITA;transita@transita.com.br;MACAPA;AP
TRANSLOGAALMEIDA;translogoaalmeidasp@gmail.com;MACAPA;AP
TRANSMISAN;compras@transmisan.com.br;MACAPA;AP
TRANSNORTEX;comercial.sp@transnortex.com.br;MACAPA;AP
TRANSOUZA;transouzasp@hotmail.com;MACAPA;AP
TRANSPALOTA;cotacao@transpalota.com.br;MACAPA;AP
TRANSPAULA;comercial@transpaula.com.br;MACAPA;AP
TRANSPAULISTANA SP;transpaulistana.sp@hotmail.com;MACAPA;AP
TRANSPEN Cargas;logistica@transpen.com.br;MACAPA;AP
TRANSR Sorocaba;contato@transrsorocaba.com.br;MACAPA;AP
TRANSVOAR;comercial1@transvoar.com.br;MACAPA;AP
TRANSWELL'S;transwells@transwells.com.br;MACAPA;AP
TRANSZECÃO;coleta@transzecao.com.br;MACAPA;AP
TRAVEL EXPRESS;comercial@travelexpresslog.com.br;MACAPA;AP
